BIOS 40573,BIOS 10172
BIOS 40580,"BIOS 30344,NSBH 20450"
BIOS 61562,BIOS 60562
BPHY 60850,ACMS 50850
CBE 20261,"CHEM 10114,CHEM 10116,CHEM 10118,CHEM 10121,CHEM 121,CHEM 10171,CHEM 10097,CHEM 10181"
CBE 20261,"PHYS 10310,PHYS 121,PHYS 10093,PHYS 10411"
CBE 30355,"MATH 30650,MATH 335,ACMS 20750"
CBE 30357,"MATH 30650,MATH 335,ACMS 20750"
CBE 30370,CBE 20260
CBE 30386,"MATH 30650,MATH 34650,MATH 20580,AME 30314,AME 34314,EGSC 34650"
CBE 40430,CHEM 10172
CBE 40445,CBE 30356
CBE 40483,"CBE 20260,CBE 40888,AME 20231,CHEM 30321,CHEM 40641,PHYS 30461"
CBE 40743,"CBE 30361,CE 30160,AME 20241,CHEM 40616"
CBE 40910,CBE 40445
CBE 48902,CBE 48901
CBE 48903,CBE 48902
CDT 30110,"DESN 21101,DESN 24102,CDT 31410,CDT 20101"
CDT 30510,"PSY 10091,PSY 20001,ALHN 13950"
CDT 30540,PSY 10000
CDT 30614,"ACMS 10140,ACMS 14145,ANTH 40707,CHEM 20262,ECON 30340,ESS 30217,HESB 30101,HESB 30104,ITAO 20200,MATH 30540,PSY 30100,SOC 30903"
CDT 30630,"FIN 30700,RE 20700"
CDT 30709,"DESN 20200,CDT 20100"
CDT 31125,"DESN 21101,CDT 20101"
CE 30320,CE 30300
CE 30510,"AME 20241,CE 20150"
CE 40255,CE 30460
CE 40275,CE 40270
CE 40280,"CE 20150,AME 20221"
CE 40280,"CE 30200,CE 34200"
CE 40300,"CE 10110,CE 20110,CE 20111,SC 10100,SC 20110"
CE 40300,"CHEM 10122,CHEM 10171,CHEM 10097,CHEM 10197,CHEM 10181"
CE 40330,CE 40341
CE 40355,"CHEM 10122,CHEM 10171,BIOS 10161"
CE 40381,CHEM 10171
CE 40410,CE 30460
CE 40465,"CE 30460,AME 30331"
CE 40620,CE 20600
CHEM 10172,CHEM 10171
CHEM 20283,CHEM 10182
CHEM 21273,CHEM 11172
CHEM 23273,CHEM 13171
CHEM 30321,"MATH 10560,PHYS 30220,CHEM 20262"
CHEM 30331,"CHEM 11171,CHEM 11181"
CHEM 30331,"CHEM 11172,CHEM 11182"
CHEM 30333,CHEM 10097
CHEM 30341,CHEM 20283
CHEM 40301,"CHEM 30301,NSBH 30301"
CHEM 40420,CHEM 20273
CHEM 40438,CHEM 30322
CHEM 40443,CHEM 20274
CLGR 20003,"CLGR 10002,CLGR 10111"
CLLA 10002,CLLA 10001
CLLA 60002,CLLA 10001
CSC 30953,AME 60635
CSE 20221,CSE 20311
CSE 20289,CSE 20311
CSE 20311,MATH 20550
CSE 20312,CSE 20311
CSE 21312,CSE 20312
CSE 30124,"MATH 20580,ACMS 20620"
CSE 30151,"CSE 20312,CSE 24312"
CSE 30151,"CSE 20110,CSE 24110"
CSE 30246,CSE 20312
CSE 30321,CSE 20221
CSE 30332,"CSE 20312,CSE 24312"
CSE 30341,"CSE 20312,CSE 24312"
CSE 30342,"CSE 20221,EE 20231"
CSE 30342,"MATH 20580,MATH 20610,ACMS 20750"
CSE 30872,"CSE 20312,CSE 24312"
CSE 30872,"CSE 20289,CSE 40868"
CSE 40166,"CSE 30331,CSE 34331,CSE 20312"
CSE 40166,"MATH 20580,MATH 10094,MATH 20610,ACMS 20620"
CSE 40243,"CSE 20312,CSE 24312"
CSE 40424,CSE 20312
CSE 40522,"CSE 30321,CSE 34321"
CSE 40535,CSE 20312
CSE 40625,"CSE 30332,CSE 34332"
CSE 40625,"CSE 20312,CSE 24312"
CSE 40657,CSE 20312
CSE 40693,"CSE 20312,CSE 24312"
CSE 40770,CSE 20311
CSE 40883,CSE 20312
CSE 40932,"CSE 20312,CSE 24312"
DESN 20115,DESN 20101
DESN 20120,"DESN 21101,DESN 24102,CDT 31410"
DESN 20201,DESN 20200
DESN 30101,"DESN 21101,CDT 20101"
DESN 30111,DESN 20101
DESN 30131,"DESN 21101,CDT 20101"
DESN 30140,"DESN 21101,CDT 20101"
DESN 30200,DESN 20200
DESN 30204,DESN 20201
DESN 30209,"DESN 20200,CDT 20100"
DESN 40100,"DESN 20101,CDT 20101"
DESN 40101,"DESN 20101,DESN 24102,CDT 31410"
EALC 10002,EALC 10001
EALC 40411,"EALC 30312,EALC 34002"
EALC 40451,EALC 30312
EALC 41411,EALC 34002
EALC 50511,"EALC 40412,EALC 44001"
EALJ 10002,EALJ 10001
EALJ 10151,EALJ 10111
EALJ 20251,EALJ 10112
EALJ 30311,EALJ 20212
EALJ 40454,EALJ 30312
EALK 10002,EALK 10001
ECON 20020,ECON 10010
ECON 30200,ECON 10010
ECON 30331,"ACMS 10150,ACMS 30600,ACMS 30530,MATH 30540,MATH 30530,BAMG 20100,BAMG 20150,BIOS 40411,ITAO 20200,ITAO 24201,PSY 30100,SOC 30903,ECON 30330,ECON 30335,GLAF 10003"
ECON 30335,ACMS 10145
ECON 30340,ECON 10010
ECON 30401,ECON 10010
ECON 30450,"ECON 10010,HESB 20002"
ECON 30565,"ECON 10010,ECON 10011,ECON 10091,ECON 20010,ECON 20011,ECON 14100,ECON 14101"
ECON 33580,"ECON 10010,ECON 10011,ECON 10091,ECON 14100,ECON 14101,ECON 20010,ECON 20011"
ECON 33580,"ECON 10020,ECON 10092,ECON 14022,ECON 20020,ECON 24020,ECON 24021,ECON 24022"
ECON 40050,"ECON 30010,ECON 34010,FIN 30210"
ECON 40060,ECON 30010
ECON 40100,"ECON 10010,ECON 10011,ECON 10091,ECON 12010,ECON 12101,ECON 14100,ECON 14101,ECON 20010,ECON 20011,ECON 22010,ECON 24010,ECON 24011"
ECON 40100,"ECON 30331,ECON 30330,ECON 30340,ECON 30335"
ECON 40354,"ECON 30010,ECON 34010,FIN 30210"
ECON 40357,ECON 30331
ECON 40415,"ECON 30010,ECON 34010,ECON 34011,HESB 30102"
ECON 40415,"ECON 34320,ECON 34331,ECON 30331"
ECON 40720,"ECON 30330,ECON 30340,ECON 30331,ACMS 10145"
ECON 43025,ECON 30020
ECON 43260,ECON 30331
ECON 43330,ECON 30331
ECON 43565,"ECON 30010,ECON 34010,FIN 30210,FIN 34211,FIN 34210"
ECON 43570,"ECON 30010,ECON 34010,ECON 34011,HESB 30102"
ECON 43810,"ECON 30331,FIN 30210"
EE 20100,"PHYS 10094,PHYS 10320"
EE 30025,EE 20221
EE 30043,"EE 20241,EE 20242"
EE 30076,PHYS 10320
EE 30122,"EE 20221,MATH 20580"
EE 30132,CSE 20133
EE 30132,CSE 20311
EE 30142,EE 20241
EE 30152,"MATH 20550,MATH 10093"
EE 30152,"PHYS 10320,PHYS 10094"
EE 40024,EE 30122
EG 31243,"EG 21243,AME 21243"
EG 40424,EG 40423
EG 40425,EG 40423
EG 41243,"EG 31243,AME 31243"
ENER 37004,ENER 37003
ENGL 40206,ENGL 30101
ENGL 40750,ENGL 30101
ENGL 40850,ENGL 20000
ENGL 40852,ENGL 40850
ENGL 40855,ENGL 40852
ESS 35623,ESS 40263
ESS 45600,ESS 33600
FIN 30210,"ECON 10010,ECON 10011,ECON 10020,ECON 10091,ECON 10092,ECON 20010,ECON 20011"
FIN 30210,"ACMS 10091,ACMS 10145,ACMS 20340,ACMS 30530,BAMG 20150,ECON 30330,ECON 30340,ITAO 20200,MATH 30530,PSY 30100,SOC 30903"
FIN 40450,"FIN 30600,FIN 34600"
FIN 40610,"FIN 30600,FIN 34600"
FIN 40610,"FIN 30100,ACCT 30100,ACCT 30110,ACCT 34100"
FIN 40640,"FIN 30400,FIN 30402"
FIN 40640,"FIN 30600,FIN 34600"
FIN 40670,FIN 30600
FIN 40680,"FIN 30400,FIN 30402"
FIN 40680,"FIN 30600,FIN 34600"
FIN 40685,"FIN 30400,FIN 30402"
FIN 40685,"FIN 30600,FIN 34600"
FIN 40690,"FIN 30400,FIN 30402"
FIN 40690,"FIN 30600,FIN 34600"
FIN 40710,"FIN 30400,FIN 30402"
FIN 40710,"FIN 30600,FIN 34600"
FIN 40830,"ACCT 30120,FIN 30100"
FTT 30103,"FTT 10101,FTT 20101"
FTT 30103,"FTT 30101,FTT 30102,FTT 30460"
FTT 30238,FTT 10101
FTT 30408,FTT 20101
FTT 30410,"FTT 10101,FTT 20101,FTT 20102"
FTT 30455,FTT 10101
FTT 30456,FTT 10101
FTT 31001,FTT 21001
FTT 31005,FTT 21001
FTT 40012,FTT 30455
FTT 40125,FTT 30238
FTT 40405,FTT 30410
FTT 40410,FTT 30410
FTT 40411,FTT 30410
FTT 41001,FTT 21001
FTT 60408,FTT 10101
GE 10102,GE 10101
GE 20202,GE 20201
GE 30303,GE 20202
GE 30305,GE 20202
GE 32302,GE 20201
GE 43201,"GE 30303,GE 30304,GE 30305"
GLAF 20108,HIST 22191
GSC 40001,GSC 10001
HESB 30104,"ECON 10010,ECON 10020,HESB 20002"
HESB 30384,ECON 10010
HESB 30427,"POLS 10100,GOVT 10100"
HESB 43899,"HESB 20010,POLS 30040"
HHS 30565,ECON 10010
IIPS 30424,"IIPS 20101,GSC 10001"
IIPS 33101,IIPS 20101
IIPS 43101,IIPS 33101
ILS 22301,ILS 20701
IRLL 10102,"IRLL 10101,IRST 10101,CLIR 10101"
IRLL 20103,"IRLL 10102,IRST 10102,CLIR 10102"
IRLL 20203,"IRLL 20103,IRLL 60103,IRST 20103"
IRLL 60102,IRLL 60101
IRLL 60103,"CLIR 60102,IRLL 60102"
IRLL 60203,"IRLL 20103,IRLL 60103,IRST 20103"
IRST 10102,"CLIR 10101,IRST 10101,IRLL 10101"
IRST 20103,"CLIR 10102,IRST 10102,IRLL 10102"
IRST 20203,"IRLL 20103,IRLL 60103,IRST 20103"
ITAO 30250,"ITAO 20200,ITAO 24201,ACMS 30540,ACMS 30600,MATH 30540,ECON 30331"
ITAO 30250,"ITAO 20600,ITAO 24601,ITAO 20210,ITAO 24211,EG 10116,ACMS 20220"
ITAO 30630,"ITAO 24601,ITAO 20600,ITAO 20210,ITAO 24211,EG 10116,ACMS 20220"
ITAO 30640,"ITAO 24601,ITAO 20600,ITAO 20210,ITAO 24211,ACMS 20220,EG 10116"
ITAO 30660,"ITAO 20600,ITAO 24601,ITAO 20210,ITAO 24211,ACMS 20220,EG 10116"
ITAO 40230,"ITAO 20210,ACMS 20220,EG 10116,CDT 30010"
ITAO 40450,ITAO 30230
ITAO 40515,"ACMS 10140,ANTH 40707,CHEM 20262,ECON 30340,ESS 30217,HESB 30101,HESB 30104,ITAO 20200,MATH 30540,PSY 30100,SOC 30903"
ITAO 40520,"ITAO 30230,ITAO 34231,ITAO 34230,ITAO 34232"
KSGA 30000,KSGA 20000
LAW 70126,LAW 70101
LAW 70357,LAW 70605
LAW 70428,LAW 70605
LAW 70733,LAW 75733
LAW 73119,LAW 70101
LAW 73315,LAW 70311
LAW 73428,LAW 70401
LAW 75111,"LAW 70101,LAW 74101"
LAW 75115,LAW 70137
LAW 75121,LAW 70121
LAW 75612,LAW 74611
LAW 75711,"LAW 75709,LAW 75710"
LAW 75716,"LAW 70201,LAW 74201"
LAW 75716,"LAW 75709,LAW 75710"
LAW 75721,"LAW 70807,LAW 70808,LAW 73127,LAW 74807"
LAW 75721,"LAW 70101,LAW 74101"
LAW 75723,LAW 75721
LAW 75727,"LAW 70807,LAW 70808,LAW 74807"
LAW 75727,"LAW 70201,LAW 74201"
LAW 75727,"LAW 75709,LAW 75710"
LAW 75729,"LAW 70807,LAW 70808"
LAW 75733,LAW 70803
MARK 30230,MARK 20100
MARK 30450,MARK 20100
MARK 30500,MARK 20100
MARK 30600,MARK 20100
MARK 40100,MARK 20100
MARK 43700,MARK 20100
MATH 10350,MATH 10150
MATH 10560,MATH 10550
MATH 11550,MATH 10550
MATH 20570,MATH 10560
MATH 20580,MATH 20550
MATH 20750,MATH 20610
MATH 20850,MATH 10860
MATH 30210,"MATH 20580,MATH 20620,PHYS 20452,ACMS 20620"
MATH 30530,MATH 20550
MATH 30650,MATH 20580
MATH 30710,"MATH 20610,MATH 20580"
MATH 30750,MATH 20630
MATH 30810,MATH 20820
MATH 30850,MATH 20860
MATH 40720,"MATH 30710,MATH 20630,CSE 20110"
MATH 40730,"MATH 20750,MATH 30650,ACMS 20750"
MATH 40730,"ACMS 20210,ACMS 20220"
MATH 40740,MATH 20630
MATH 40750,"MATH 20750,MATH 20820,MATH 30650"
MBA 70300,MBA 60310
MBA 70335,"ITAO 70240,MBA 70310"
MEAR 20003,MEAR 10002
MEAR 30005,MEAR 20004
MGA 63200,MGA 60204
MGTO 30110,"MGTO 20100,MGTO 24100,MGTO 24105"
MGTO 30110,"ACCT 20100,ACCT 24101"
MGTO 30110,MARK 20100
MGTO 30110,"FIN 20150,FIN 24150"
MGTO 30110,"ITAO 20600,ITAO 24601"
MGTO 30110,"ACMS 10145,ACMS 14145,ACMS 10091,ACMS 30530,ITAO 20200,ITAO 24201,ECON 30330,ECON 30340,MATH 30530"
MGTO 30200,"BAMG 20100,BAMG 20150,ITAO 20200,ITAO 24201,ACMS 30530,MATH 30530,ECON 30331"
MGTO 30200,"MGT 20200,MGTO 20100,MGTO 24105"
MGTO 30200,"ACCT 20100,ACCT 24101"
MGTO 30320,"MGTO 20100,MGTO 24105,MGT 20200"
MGTO 30320,"ACCT 20100,ACCT 24101"
MGTO 30707,MGTO 20700
MGTO 35310,MGTO 30310
MI 20408,"THEO 10001,THEO 10000,PLS 20302,PLS 13183"
MI 20473,"THEO 10001,THEO 10011,PLS 20302,PLS 13183"
MI 20503,"THEO 10001,THEO 10011,PLS 20302,PLS 13183"
MI 20772,MUS 20001
MI 30195,ENGL 30101
MI 30577,ROIT 20215
MI 40003,CLLA 20004
MI 40411,"THEO 10001,THEO 10801,PLS 20302,PLS 13183"
MSL 30301,MSL 20201
MSL 40401,"MSL 30301,MSL 37301,MSL 30302"
MUS 20012,MUS 20011
MUS 20101,MUS 20001
MUS 30003,MUS 20001
NSBH 20450,BIOS 10172
NSBH 30200,"PSY 10000,PSY 20000,PSY 10091,PSY 14000"
NSBH 30220,PSY 10000
NSBH 30400,PSY 10000
NSBH 30440,PSY 10000
NSBH 30520,PSY 10091
NSBH 40301,"CHEM 30301,NSBH 30301"
NSBH 43526,PSY 10091
PHIL 20206,"CNST 30610,GSC 13190,MI 13185,PHIL 10100,PLS 13185"
PHIL 20210,"CNST 30610,GSC 13190,MI 13185,PHIL 10100,PLS 13185"
PHIL 20211,"CNST 30610,GSC 13190,MI 13185,PHIL 10100,PLS 13185"
PHIL 20235,"CNST 30610,GSC 13190,MI 13185,PHIL 10100,PLS 13185"
PHIL 20401,"CNST 30610,GSC 13190,MI 13185,PHIL 10100,PLS 13185"
PHIL 20413,"PHIL 10100,PHIL 14111,MI 13185,PLS 13185"
PHIL 20441,"CNST 30610,GSC 13190,MI 13185,PHIL 10100,PLS 13185"
PHIL 20602,"CNST 30610,GSC 13190,MI 13185,PHIL 10100,PLS 13185"
PHIL 20617,"CNST 30610,GSC 13190,MI 13185,PHIL 10100,PLS 13185"
PHIL 20801,"CNST 30610,GSC 13190,MI 13185,PHIL 10100,PLS 13185"
PHIL 20803,"PHIL 10100,PHIL 20105,PLS 13185,MI 13185"
PHIL 20804,"PHIL 10100,PHIL 14111,MI 13185,PLS 13185"
PHIL 30304,"CNST 30610,GSC 13190,MI 13185,PHIL 10100,PLS 13185"
PHIL 30305,"CNST 30610,GSC 13190,MI 13185,PHIL 10100,PLS 13185"
PHIL 30313,"CNST 30610,GSC 13190,MI 13185,PHIL 10100,PLS 13185"
PHIL 30329,"CNST 30610,GSC 13190,MI 13185,PHIL 10100,PLS 13185"
PHIL 43103,PHIL 30301
PHIL 43171,PHIL 30301
PHIL 43228,PHIL 30301
PHIL 43301,PHIL 30301
PHIL 43303,PHIL 30301
PHIL 43318,PHIL 30301
PHIL 43335,PHIL 30301
PHIL 43401,PHIL 30301
PHIL 43403,PHIL 30301
PHIL 43404,"CNST 30610,GSC 13190,MI 13185,PHIL 10100,PLS 13185"
PHIL 43426,PHIL 30301
PHIL 43721,PHIL 30301
PHIL 43725,PHIL 30301
PHIL 43903,PHIL 30301
PHIL 43907,"PHIL 30313,MATH 10130"
PHYS 10411,"MATH 10550,MATH 10091,MATH 10850"
PHYS 13320,CHEM 13171
PHYS 20210,MATH 10092
PHYS 20433,"PHYS 10310,PHYS 10093,PHYS 10411,PHYS 10320,PHYS 10422,MATH 10094"
PHYS 20433,"MATH 10560,MATH 10092,MATH 10860"
PHYS 20451,MATH 20550
PHYS 20481,PHYS 10310
PHYS 21210,PHYS 20210
PHYS 30461,PHYS 20454
PHYS 30471,PHYS 10320
PHYS 31453,PHYS 20420
PHYS 40435,PHYS 10320
PHYS 40453,"PHYS 20464,PHYS 20444"
PHYS 40453,"MATH 20580,MATH 20610"
PHYS 41441,PHYS 20464
PHYS 50210,PHYS 10411
PHYS 50401,PHYS 30461
PHYS 50481,PHYS 20435
PHYS 50501,PHYS 73000
PHYS 60702,PHYS 50701
PHYS 80003,PHYS 70008
PHYS 80501,"PHYS 50501,PHYS 60501"
PHYS 80503,PHYS 70003
PHYS 80701,PHYS 60701
PS 40355,"CHEM 10122,BIOS 10172"
PS 40420,BIOS 20241
PS 43000,PS 23000
PSY 40282,PSY 10000
PSY 40451,"PSY 30400,NSBH 30400"
PSY 43359,"PSY 10000,PSY 10091,PSY 20000"
PSY 43359,"PSY 30520,PSY 30400,NSBH 30520,NSBH 30400"
PSY 43363,PSY 10000
PSY 43521,PSY 10000
PSY 43640,PSY 10000
RE 30532,"ECON 10010,ECON 10011,ECON 10091,ECON 12010,ECON 12101,ECON 14100,ECON 14101,ECON 20010,ECON 20011,ECON 22010,ECON 24010,ECON 24011,HESB 20002,FIN 30210"
RE 30532,"ECON 10020,ECON 20020,ECON 10092,ECON 14022,ECON 22020,ECON 24020,ECON 24021,ECON 24022,FIN 30220,FIN 34220"
RE 30710,"FIN 30600,FIN 34600"
RE 30720,"FIN 37700,RE 30740"
RE 30720,"FIN 30700,RE 20700"
RE 30720,"FIN 20150,FIN 24150,BAAL 20150,BAEG 20150,BASC 20150"
RE 30720,"FIN 30400,FIN 30402,FIN 34400"
RE 30720,"FIN 40720,FIN 40710,RE 30730,RE 30710"
RE 30770,"RE 20700,FIN 30700"
RE 30810,"FIN 70700,RE 20700"
RE 30810,"FIN 37700,RE 30740"
RE 30810,"RE 20700,FIN 30700"
RE 30810,"FIN 20150,BAAL 20150,BASC 20150,BAEG 20150"
RE 30810,"FIN 30400,FIN 30402,FIN 34400,BAUG 34139"
RE 30810,"FIN 40710,FIN 40720,RE 30710,RE 30730"
RE 30830,"FIN 30700,RE 20700"
ROFR 10102,ROFR 10101
ROFR 20201,ROFR 10102
ROFR 20300,"ROFR 20202,ROFR 20400"
ROFR 20610,ROFR 20202
ROFR 30310,ROFR 20202
ROFR 30320,ROFR 20202
ROFR 30710,ROFR 30310
ROIT 20201,ROIT 10102
ROIT 20202,ROIT 20201
ROIT 20300,ROIT 20201
ROIT 30300,ROIT 27500
ROIT 30711,ROIT 20215
ROPO 20201,"ROPO 10102,ROPO 10106,ROPO 10115,ROPO 10104"
ROPO 30551,ROPO 20202
ROSP 20600,"ROSP 20202,ROSP 20215"
ROSP 30035,"ROSP 20600,ILS 30902"
ROSP 30051,"ROSP 20202,ROSP 20215,ILS 30902"
ROSP 30310,"ROSP 20202,ROSP 20600"
ROSP 30320,"ROSP 20202,ROSP 30310"
ROSP 30715,"ROSP 30310,ILS 30902"
ROSP 30727,"ROSP 30310,ILS 30902"
ROSP 32300,ROSP 30201
ROSP 40435,"ROSP 30310,ILS 30902"
ROSP 40771,"ROSP 30310,ILS 30902"
ROSP 40845,"ROSP 30310,ILS 30902"
ROSP 40864,"ROSP 30310,ILS 30902"
ROSP 60202,"ROSP 20201,ROSP 20211"
RU 20101,RU 10102
RU 30101,RU 20102
SC 10200,ALHN 13950
SC 12200,SC 10200
SC 20200,"CHEM 10118,CHEM 10171,SC 20110,ENVG 10110"
SC 30500,CHEM 10171
SCPP 40397,SCPP 30405
STV 20202,DESN 21203
STV 30565,ECON 10010
SUS 20350,"THEO 10000,PLS 20302"
SUS 30312,"BIOS 10161,BIOS 20201"
SUS 30312,"BIOS 10162,BIOS 20202"
SUS 48002,SUS 48001
TEC 30114,"ACMS 10140,ACMS 14145,ANTH 40707,CHEM 20262,ECON 30340,ESS 30217,HESB 30101,HESB 30104,ITAO 20200,MATH 30540,PSY 30100,SOC 30903"
THEO 20425,"THEO 10001,THEO 10011,PLS 20302,PLS 13183"
THEO 20606,"THEO 10001,THEO 10801,PLS 20302,PLS 13183"
THEO 20811,"THEO 10001,THEO 10000,PLS 20302,PLS 13183"
THEO 40002,THEO 10001
THEO 40004,"THEO 10001,THEO 40002"
THEO 40101,"THEO 10001,THEO 10801,PLS 20302,PLS 13183"
THEO 40130,"THEO 10000,PLS 13183"
THEO 40205,"THEO 10000,PLS 13183"
THEO 40247,"THEO 10000,THEO 13183,PLS 13183,PLS 20302"
THEO 40439,"THEO 10000,PLS 13183"
THEO 40613,"THEO 10001,THEO 10801,PLS 20302,PLS 13183"
THEO 40627,"THEO 10001,THEO 10000,PLS 20302"
THEO 40632,"THEO 10001,THEO 10000,PLS 20302,PLS 13183"
THEO 40641,"THEO 10000,PLS 20302"
THEO 40862,"THEO 10001,THEO 10801,PLS 20302,PLS 13183"
THEO 40880,"THEO 10000,PLS 13183"
THEO 40883,"THEO 10000,THEO 13183,PLS 20302"
THEO 48005,"THEO 10001,THEO 10801,PLS 20302"
THEO 48006,"THEO 10001,PLS 20302"
